Dates,Consommation,Thermique,Nucléaire,Eolien,Solaire,Hydraulique,Pompage,Bioénergies,Balance
2018-03-18,61377.28273809523,4643.252976190476,48292.40476190477,4454.77380952381,1046.985119047619,9448.488095238095,-864.9077380952382,1131.4017857142858,6775.1160714285725
2018-03-25,68191.02976190476,8947.36607142857,46498.1755952381,3243.625,1225.7708333333333,9330.729166666668,-830.6636904761906,1085.330357142857,1309.3035714285713
2018-04-01,61194.7619047619,5963.776785714285,44748.208333333336,3915.282738095238,1132.4791666666667,8990.297619047618,-781.1011904761906,1167.8184523809525,3942.0
2018-04-08,54097.77083333332,1465.2291666666665,43203.342261904756,4860.5744047619055,1197.8363095238094,9351.764880952382,-1072.0,1066.544642857143,5975.520833333334
2018-04-15,52620.32738095238,2811.7678571428573,42728.130952380954,1926.3809523809523,1090.9791666666665,9655.973214285716,-748.2886904761905,1080.0714285714287,5924.6875
2018-04-22,46613.07142857143,1402.392857142857,42005.529761904756,1654.2023809523812,1931.6904761904757,9592.455357142857,-872.8541666666666,1134.0863095238094,10234.43154761905
2018-04-29,46229.8244047619,833.4880952380952,42245.389880952374,3002.7559523809527,1459.25,9708.940476190475,-968.2321428571429,1129.2380952380952,11181.005952380952
2018-05-06,47769.55357142857,827.25,40587.297619047626,3599.6309523809527,1582.125,9698.99404761905,-940.4017857142856,1092.4613095238096,8677.80357142857
2018-05-13,42497.84821428572,777.6964285714286,39403.875,2055.151785714286,1518.9434523809523,10101.833333333334,-1044.142857142857,1115.2113095238096,11430.720238095239
2018-05-20,47103.25892857143,1269.6815476190477,42860.18452380953,3032.494047619048,1631.9375000000002,10607.360119047618,-829.9196428571429,1186.6607142857142,12655.139880952383
2018-05-27,44183.75892857143,966.8214285714286,40334.25297619048,1329.6369047619048,1628.5654761904764,10253.068452380952,-898.2083333333334,1039.5565476190475,10469.934523809525
2018-06-03,44818.11904761905,1383.0416666666667,41392.8988095238,879.3809523809523,1425.2559523809525,10686.791666666668,-788.2529761904761,1004.6666666666667,11165.663690476189
