;YYMM;Région;Consommation;Thermique;Nucléaire;Eolien;Solaire;Hydraulique;Pompage;Bioénergies;Balance
527;1608;PDL;3584355.0;2542.0;0.0;140674.0;115155.0;188.0;0.0;51851.0;-3273945.0
528;1609;AURA;9392043.0;333445.0;9715609.0;101102.0;162296.0;3032259.0;-631704.0;140792.0;3461756.0
529;1609;B;2929969.0;3280.0;0.0;151192.0;35296.0;88526.0;-7308.0;54786.0;-2604197.0
530;1609;BFC;3074601.0;38689.0;0.0;73245.0;44811.0;102358.0;-50.0;28160.0;-2787388.0
531;1609;CVDL;2449213.0;211.0;9682553.0;134045.0;47254.0;1606.0;0.0;72634.0;7489090.0
532;1609;GE;6666790.0;2372301.0;13365182.0;392731.0;102715.0;1252475.0;-204625.0;105523.0;10719512.0
533;1609;HF;7284037.0;1775030.0;4336625.0;474865.0;27757.0;1268.0;0.0;159927.0;-508565.0
534;1609;IDF;9641433.0;99549.0;0.0;4713.0;12740.0;10065.0;0.0;201434.0;-9312932.0
535;1609;N;3851392.0;918871.0;6893726.0;121808.0;21831.0;20070.0;0.0;71585.0;4196499.0
536;1609;NlleA;5939017.0;48232.0;5472404.0;68387.0;452249.0;255269.0;0.0;200353.0;557877.0
537;1609;O;5242264.0;1691.0;3458335.0;348411.0;372310.0;853540.0;-134585.0;124883.0;-217679.0
538;1609;PACA;5932020.0;1960659.0;0.0;10916.0;259526.0;1113139.0;0.0;141546.0;-2446234.0
539;1609;PDL;3667644.0;414737.0;0.0;97606.0;77381.0;0.0;0.0;51575.0;-3026345.0
540;1610;AURA;10861423.0;613526.0;11522409.0;128911.0;144036.0;2848028.0;-754852.0;127315.0;3767950.0
541;1610;B;3529614.0;9711.0;0.0;189976.0;43120.0;92804.0;-8596.0;52565.0;-3150034.0
542;1610;BFC;3604134.0;91972.0;0.0;131375.0;42122.0;65162.0;-60.0;22377.0;-3251186.0
543;1610;CVDL;2980542.0;7930.0;12042009.0;260184.0;44978.0;1342.0;0.0;75669.0;9451570.0
544;1610;GE;7736463.0;2654792.0;12172619.0;712447.0;78792.0;950889.0;-245001.0;125755.0;8713830.0
545;1610;HF;8458582.0;1587760.0;3954743.0;576155.0;28520.0;1478.0;0.0;156037.0;-2153889.0
546;1610;IDF;11755693.0;298829.0;0.0;8655.0;14589.0;9905.0;0.0;207393.0;-11216322.0
547;1610;N;4574159.0;707477.0;7116601.0;141321.0;24533.0;19997.0;0.0;77396.0;3513166.0
548;1610;NlleA;6802272.0;107776.0;7405953.0;128589.0;411267.0;200697.0;0.0;150003.0;1602013.0
549;1610;O;5643021.0;1271.0;3707291.0;325038.0;306115.0;970261.0;-195106.0;127890.0;-400261.0
550;1610;PACA;6283117.0;2827153.0;0.0;18865.0;205949.0;956934.0;-16.0;150053.0;-2124179.0
551;1610;PDL;4391296.0;923574.0;0.0;187504.0;87819.0;0.0;0.0;64321.0;-3128078.0
552;1611;AURA;12143024.0;834412.0;10128641.0;168920.0;66024.0;3929839.0;-705351.0;185915.0;2465376.0
553;1611;B;4193222.0;188340.0;0.0;328750.0;15789.0;89992.0;-8409.0;51813.0;-3526947.0
554;1611;BFC;4084832.0;187207.0;0.0;187043.0;14454.0;117713.0;-1400.0;27494.0;-3552321.0
555;1611;CVDL;3567247.0;109000.0;12792014.0;443319.0;19024.0;13079.0;0.0;69177.0;9878366.0
556;1611;GE;8663538.0;2949717.0;14359385.0;1146332.0;33254.0;1261689.0;-203311.0;163205.0;11046733.0
557;1611;HF;9523222.0;2275500.0;4145045.0;1067697.0;12246.0;1607.0;0.0;158928.0;-1862199.0
558;1611;IDF;13725466.0;1030798.0;0.0;13399.0;4683.0;11337.0;0.0;213268.0;-12451981.0
559;1611;N;5290560.0;1110908.0;9999520.0;277784.0;9756.0;18880.0;0.0;70867.0;6197155.0
560;1611;NlleA;7951817.0;270763.0;7286673.0;227793.0;219827.0;321595.0;0.0;251586.0;626420.0
561;1611;O;6671073.0;89449.0;3536074.0;471399.0;161203.0;1314241.0;-253512.0;134413.0;-1217806.0
562;1611;PACA;7208224.0;2638701.0;0.0;18358.0;128705.0;1349615.0;-65.0;163366.0;-2909544.0
563;1611;PDL;5060989.0;1370050.0;0.0;292047.0;37576.0;904.0;0.0;63559.0;-3296853.0
564;1612;AURA;14217542.0;934664.0;12928505.0;121660.0;74377.0;3777488.0;-621320.0;191301.0;3189133.0
565;1612;B;4772983.0;283686.0;0.0;212456.0;12496.0;95046.0;-9578.0;53065.0;-4125812.0
566;1612;BFC;4664718.0;212654.0;0.0;128801.0;15680.0;107225.0;-7901.0;28342.0;-4179917.0
567;1612;CVDL;4185596.0;122588.0;16449949.0;188870.0;18862.0;6918.0;0.0;75920.0;12677511.0
568;1612;GE;9474837.0;3290156.0;14473019.0;657903.0;32062.0;827555.0;-154024.0;176448.0;9828282.0
569;1612;HF;10291835.0;2638038.0;4795362.0;778127.0;12588.0;1486.0;0.0;152992.0;-1913242.0
570;1612;IDF;15809878.0;988829.0;0.0;5760.0;4162.0;14132.0;0.0;229726.0;-14567269.0
571;1612;N;6013356.0;1263365.0;13139987.0;193195.0;8971.0;21140.0;0.0;80346.0;8693648.0
572;1612;NlleA;9213190.0;353747.0;7735414.0;155458.0;207684.0;368393.0;0.0;255816.0;-136678.0
573;1612;O;7959577.0;98580.0;3739829.0;406605.0;175423.0;1786607.0;-277946.0;136508.0;-1893971.0
574;1612;PACA;8233688.0;2844504.0;0.0;14118.0;129257.0;1851024.0;-152.0;179791.0;-3215146.0
575;1612;PDL;5931146.0;1515525.0;0.0;193550.0;31156.0;1198.0;0.0;67219.0;-4122498.0
576;1701;AURA;15983820.0;827598.0;16374962.0;176416.0;61934.0;4412065.0;-598351.0;172958.0;5443762.0
577;1701;B;5448620.0;329593.0;0.0;250165.0;15813.0;96582.0;-8685.0;56445.0;-4708707.0
578;1701;BFC;5212316.0;256064.0;0.0;184296.0;14473.0;124197.0;-4453.0;32373.0;-4605366.0
579;1701;CVDL;4751054.0;169951.0;17075397.0;332389.0;19245.0;8355.0;0.0;75983.0;12930266.0
580;1701;GE;10585463.0;3547260.0;16878131.0;981247.0;32516.0;725387.0;-170880.0;170641.0;11578839.0
581;1701;HF;11392391.0;2734840.0;6084899.0;842738.0;7706.0;1807.0;0.0;161619.0;-1558782.0
582;1701;IDF;17785746.0;1639446.0;0.0;10270.0;4035.0;14666.0;0.0;215085.0;-15902244.0
583;1701;N;6608577.0;1292053.0;12953054.0;191909.0;9190.0;23909.0;0.0;72605.0;7934143.0
584;1701;NlleA;10753691.0;396715.0;7781218.0;252508.0;208054.0;539577.0;0.0;294664.0;-1280955.0
585;1701;O;9515290.0;111502.0;3808263.0;610669.0;175204.0;2139605.0;-341409.0;134195.0;-2877261.0
586;1701;PACA;9428965.0;2756416.0;0.0;30859.0;128361.0;2199101.0;-6694.0;204519.0;-4116403.0
587;1701;PDL;6697039.0;2240812.0;0.0;224201.0;36689.0;2047.0;0.0;64999.0;-4128291.0
588;1702;AURA;12131749.0;694089.0;14520756.0;202227.0;88372.0;3757069.0;-666887.0;155632.0;6619509.0
589;1702;B;4292719.0;273199.0;0.0;355685.0;18553.0;95769.0;-8700.0;52591.0;-3505622.0
590;1702;BFC;3976549.0;178822.0;0.0;214925.0;20799.0;139373.0;0.0;30755.0;-3391875.0
591;1702;CVDL;3554354.0;139181.0;15236905.0;439972.0;22426.0;16439.0;0.0;66742.0;12367311.0
592;1702;GE;8369412.0;2782870.0;13960518.0;1196892.0;41660.0;1059321.0;-164983.0;143922.0;10650788.0
593;1702;HF;9229717.0;2439889.0;4912885.0;1206296.0;8417.0;2686.0;0.0;163440.0;-496104.0
594;1702;IDF;13337869.0;718063.0;0.0;14357.0;5193.0;15336.0;0.0;201655.0;-12383265.0
595;1702;N;5242113.0;897741.0;9544035.0;298662.0;9939.0;25688.0;0.0;62483.0;5596435.0
596;1702;NlleA;7962515.0;355671.0;6185396.0;272545.0;237919.0;526531.0;0.0;258707.0;-125746.0
597;1702;O;6861818.0;97389.0;2980753.0;545161.0;207508.0;2085418.0;-427581.0;123728.0;-1249442.0
598;1702;PACA;7109679.0;1839263.0;0.0;20370.0;139918.0;1163663.0;-9497.0;148481.0;-3807481.0
599;1702;PDL;5150166.0;1633695.0;0.0;308691.0;41927.0;3730.0;0.0;61639.0;-3100484.0
600;1703;AURA;11917769.0;587429.0;15887622.0;179511.0;141021.0;5337493.0;-737153.0;174082.0;9652236.0
601;1703;B;4104309.0;302635.0;0.0;344001.0;31015.0;108474.0;-6758.0;58465.0;-3266477.0
602;1703;BFC;3863725.0;158365.0;0.0;237262.0;35828.0;195325.0;-4517.0;34223.0;-3207239.0
603;1703;CVDL;3460318.0;141491.0;16641591.0;410128.0;38076.0;40630.0;0.0;78069.0;13889667.0
604;1703;GE;8240260.0;2035415.0;11065727.0;1387291.0;85422.0;1561372.0;-132825.0;138770.0;7900912.0
605;1703;HF;9129423.0;2127924.0;5384215.0;1391627.0;21072.0;2849.0;0.0;175552.0;-26184.0
606;1703;IDF;12898066.0;614717.0;0.0;19842.0;10843.0;9605.0;0.0;195345.0;-12047714.0
607;1703;N;5093379.0;982723.0;8896531.0;302660.0;18099.0;26266.0;0.0;66321.0;5199221.0
608;1703;NlleA;7810422.0;372921.0;8288057.0;237586.0;359050.0;973970.0;0.0;286543.0;2707705.0
609;1703;O;6540200.0;94409.0;2424363.0;521919.0;334958.0;2553092.0;-449737.0;137230.0;-923966.0
610;1703;PACA;6946690.0;1807826.0;0.0;16849.0;236022.0;1545474.0;-12631.0;164207.0;-3188943.0
611;1703;PDL;5053906.0;822215.0;0.0;274462.0;67125.0;4427.0;0.0;66971.0;-3818706.0
612;1704;AURA;10317440.0;313454.0;14233907.0;183000.0;201534.0;3383999.0;-601244.0;130849.0;7528059.0
613;1704;B;3367050.0;3358.0;0.0;180614.0;50284.0;94784.0;-8794.0;56680.0;-2990124.0
614;1704;BFC;3362378.0;54639.0;0.0;131171.0;56883.0;75251.0;-9683.0;34205.0;-3019912.0
615;1704;CVDL;2939361.0;334.0;15594231.0;218099.0;66184.0;9264.0;0.0;75255.0;13024006.0
616;1704;GE;7187228.0;1545935.0;10336161.0;571715.0;117750.0;1121015.0;-120452.0;122305.0;6507201.0
617;1704;HF;8040400.0;1536481.0;4348003.0;567435.0;31289.0;2853.0;0.0;160186.0;-1394153.0
618;1704;IDF;10943744.0;7108.0;0.0;9480.0;17775.0;13767.0;0.0;202952.0;-10692662.0
619;1704;N;4444385.0;791897.0;8366745.0;109521.0;31785.0;23302.0;0.0;70256.0;4949121.0
620;1704;NlleA;6603142.0;124799.0;8045950.0;225354.0;590822.0;565478.0;0.0;274827.0;3224088.0
621;1704;O;5431402.0;3495.0;2542282.0;522769.0;473294.0;1916040.0;-413400.0;118424.0;-268498.0
622;1704;PACA;6015569.0;1177181.0;0.0;27190.0;303783.0;1050608.0;-11125.0;176735.0;-3291197.0
623;1704;PDL;4205087.0;1074640.0;0.0;194046.0;115652.0;1947.0;0.0;64475.0;-2754327.0
624;1705;AURA;9984024.0;252408.0;11542914.0;149332.0;211851.0;4884891.0;-725275.0;124957.0;6457054.0
625;1705;B;3114583.0;7735.0;0.0;218069.0;52459.0;103128.0;-11028.0;61786.0;-2682434.0
626;1705;BFC;3264527.0;60699.0;0.0;149754.0;59926.0;98877.0;-12637.0;27816.0;-2880092.0
627;1705;CVDL;2632674.0;3.0;12839861.0;241683.0;66319.0;12543.0;0.0;85546.0;10613281.0
628;1705;GE;6932825.0;1462728.0;12416839.0;603357.0;134724.0;1639035.0;-126838.0;130931.0;9327951.0
629;1705;HF;7747705.0;1076315.0;5121511.0;653745.0;34247.0;1715.0;0.0;164812.0;-695360.0
630;1705;IDF;10423078.0;13579.0;0.0;10351.0;20364.0;9731.0;0.0;196313.0;-10172740.0
631;1705;N;4133696.0;446572.0;7111403.0;150804.0;33082.0;22555.0;0.0;71983.0;3702703.0
632;1705;NlleA;6165314.0;77969.0;7567227.0;198017.0;591984.0;573872.0;0.0;257860.0;3101615.0
633;1705;O;5300285.0;3021.0;3626822.0;414844.0;487289.0;2028623.0;-430883.0;127128.0;956559.0
634;1705;PACA;6010257.0;405417.0;0.0;12760.0;331477.0;2016919.0;-13388.0;175661.0;-3081411.0
635;1705;PDL;3946326.0;773183.0;0.0;202299.0;120614.0;1850.0;0.0;58209.0;-2790171.0
636;1706;AURA;9524426.0;52888.0;10745714.0;113826.0;225037.0;4877049.0;-608684.0;130052.0;6011456.0
637;1706;B;2870377.0;24174.0;0.0;172254.0;57418.0;89123.0;-10483.0;61987.0;-2475904.0
638;1706;BFC;3022510.0;47039.0;0.0;141255.0;65591.0;58502.0;-10971.0;32619.0;-2688475.0
639;1706;CVDL;2558030.0;28.0;10010305.0;213888.0;73989.0;7209.0;0.0;85262.0;7832651.0
640;1706;GE;6607974.0;1108633.0;13299928.0;685350.0;146061.0;1512823.0;-152345.0;104628.0;10097104.0
641;1706;HF;7246385.0;1035917.0;4558549.0;791271.0;38917.0;1107.0;0.0;154664.0;-665960.0
642;1706;IDF;9650336.0;37506.0;0.0;10087.0;22240.0;6495.0;0.0;216661.0;-9357347.0
643;1706;N;3771754.0;559744.0;6477317.0;149379.0;37530.0;15174.0;0.0;61173.0;3528563.0
644;1706;NlleA;5996649.0;64040.0;5141450.0;156997.0;591036.0;353514.0;0.0;268832.0;579220.0
645;1706;O;5311615.0;4781.0;3495037.0;342303.0;486756.0;1442092.0;-313084.0;101938.0;248208.0
646;1706;PACA;6049351.0;628912.0;0.0;11180.0;349224.0;1788688.0;-17874.0;228497.0;-3060724.0
647;1706;PDL;3703009.0;297157.0;0.0;161044.0;131561.0;42.0;0.0;64845.0;-3048360.0
648;1707;AURA;9716990.0;44322.0;13173465.0;138684.0;216710.0;3708368.0;-416265.0;165207.0;7313501.0
649;1707;B;2956193.0;3373.0;0.0;215655.0;50737.0;94949.0;-11748.0;68610.0;-2534617.0
650;1707;BFC;3070508.0;48012.0;0.0;145081.0;57512.0;44280.0;-8531.0;32271.0;-2751883.0
651;1707;CVDL;2577716.0;51.0;9292276.0;285093.0;62065.0;1149.0;0.0;92705.0;7155623.0
652;1707;GE;6635536.0;1498379.0;14966210.0;741766.0;127874.0;1361322.0;-147147.0;114018.0;12026886.0
653;1707;HF;7182615.0;1667425.0;3508031.0;816673.0;33681.0;395.0;0.0;171143.0;-985267.0
654;1707;IDF;9387568.0;8248.0;0.0;13268.0;18933.0;7083.0;0.0;260324.0;-9079712.0
655;1707;N;3851586.0;876030.0;7652729.0;170774.0;32478.0;14242.0;0.0;69775.0;4964442.0
656;1707;NlleA;6247952.0;59937.0;5904924.0;151345.0;540519.0;321755.0;0.0;258380.0;988908.0
657;1707;O;5466289.0;86.0;1784530.0;529545.0;482811.0;1024782.0;-392146.0;121956.0;-1914725.0
658;1707;PACA;6411840.0;1210443.0;0.0;18007.0;385192.0;1176003.0;-9135.0;213279.0;-3418051.0
659;1707;PDL;3753459.0;815045.0;0.0;200667.0;112409.0;3.0;0.0;67802.0;-2557533.0
660;1708;AURA;9002494.0;95566.0;14345408.0;110466.0;210449.0;3263179.0;-495060.0;144738.0;8672252.0
661;1708;B;2913617.0;2173.0;0.0;174596.0;48856.0;94047.0;-10611.0;68121.0;-2536435.0
662;1708;BFC;2745741.0;41010.0;0.0;103416.0;55941.0;43297.0;-9856.0;31547.0;-2480386.0
663;1708;CVDL;2404306.0;10.0;10446593.0;199730.0;62502.0;643.0;0.0;92198.0;8397370.0
664;1708;GE;6009783.0;882789.0;11330364.0;511894.0;118762.0;1430339.0;-169171.0;119146.0;8214340.0
665;1708;HF;6741540.0;1184585.0;5582863.0;569094.0;30065.0;436.0;0.0;173529.0;799032.0
666;1708;IDF;8685113.0;5941.0;0.0;10804.0;17537.0;6849.0;0.0;207382.0;-8436600.0
667;1708;N;3652571.0;592949.0;7752899.0;125366.0;30170.0;14273.0;0.0;77040.0;4940126.0
668;1708;NlleA;6127133.0;65766.0;5811025.0;114290.0;577778.0;151225.0;0.0;269988.0;862939.0
669;1708;O;5510916.0;951.0;1864452.0;400602.0;459210.0;965836.0;-331008.0;133915.0;-2016958.0
670;1708;PACA;6366527.0;711546.0;0.0;13879.0;336922.0;1005146.0;-8180.0;193634.0;-4113580.0
671;1708;PDL;3542150.0;151173.0;0.0;149194.0;113818.0;0.0;0.0;60405.0;-3067560.0
672;1709;AURA;9522056.0;182389.0;16492470.0;109933.0;157246.0;2566553.0;-596622.0;133413.0;9523326.0
673;1709;B;3059863.0;3764.0;0.0;241670.0;34489.0;92086.0;-10095.0;58791.0;-2639158.0
674;1709;BFC;3085146.0;40549.0;0.0;143735.0;42230.0;119225.0;-7280.0;33569.0;-2713118.0
675;1709;CVDL;2469947.0;19.0;8812767.0;255721.0;48350.0;5974.0;0.0;88612.0;6741496.0
676;1709;GE;6822489.0;1449480.0;10815538.0;767750.0;92399.0;1483698.0;-168534.0;124572.0;7742414.0
677;1709;HF;7546450.0;1223769.0;6201504.0;791694.0;23582.0;1064.0;0.0;164771.0;859934.0
678;1709;IDF;9804539.0;14843.0;0.0;16025.0;13692.0;7263.0;0.0;231255.0;-9521461.0
679;1709;N;3938334.0;864761.0;7227913.0;188709.0;22598.0;18209.0;0.0;71772.0;4455628.0
680;1709;NlleA;6000718.0;62568.0;7060170.0;146007.0;441018.0;254848.0;0.0;254297.0;2218190.0
681;1709;O;5116201.0;376.0;2047492.0;437884.0;365602.0;735528.0;-191759.0;118700.0;-1602378.0
682;1709;PACA;5753125.0;1272346.0;0.0;13518.0;283907.0;869964.0;-10187.0;192821.0;-3130756.0
683;1709;PDL;3734132.0;652631.0;0.0;186579.0;86378.0;356.0;0.0;59217.0;-2748971.0
684;1710;AURA;10265675.0;516688.0;11151880.0;172616.0;143783.0;2262024.0;-802277.0;156818.0;3335857.0
685;1710;B;3376099.0;5460.0;0.0;230341.0;25666.0;90877.0;-8977.0;53333.0;-2979399.0
686;1710;BFC;3484192.0;88898.0;0.0;180959.0;35619.0;85907.0;-1687.0;25973.0;-3068523.0
687;1710;CVDL;2785258.0;5708.0;8947186.0;278894.0;41511.0;550.0;0.0;95063.0;6583654.0
688;1710;GE;7571803.0;2769114.0;10988847.0;961022.0;69249.0;1203331.0;-150690.0;138515.0;8407585.0
689;1710;HF;8192856.0;1962477.0;4843343.0;1186472.0;16941.0;1523.0;0.0;138709.0;-43391.0
690;1710;IDF;10902493.0;92265.0;0.0;17010.0;10295.0;8640.0;0.0;211790.0;-10562493.0
691;1710;N;4341100.0;920459.0;7092828.0;247424.0;17157.0;19804.0;0.0;77144.0;4033716.0
692;1710;NlleA;6457322.0;124388.0;9269511.0;154410.0;385590.0;223054.0;0.0;275919.0;3975550.0
693;1710;O;5395377.0;1691.0;3715558.0;545222.0;325103.0;793428.0;-385140.0;125507.0;-274008.0
694;1710;PACA;5872796.0;2311451.0;0.0;18653.0;264841.0;745831.0;-14303.0;170165.0;-2376158.0
695;1710;PDL;4081491.0;1661932.0;0.0;181855.0;65295.0;222.0;0.0;65617.0;-2106570.0
696;1711;AURA;12617885.0;705503.0;8552148.0;222556.0;76034.0;3488767.0;-693951.0;189259.0;-77569.0
697;1711;B;4208904.0;225506.0;0.0;274628.0;17867.0;91308.0;-9341.0;58223.0;-3550713.0
698;1711;BFC;4171403.0;207379.0;0.0;250918.0;16525.0;102745.0;-73.0;34708.0;-3559201.0
699;1711;CVDL;3609892.0;130947.0;10912199.0;363680.0;21595.0;1535.0;0.0;80785.0;7900849.0
700;1711;GE;8636591.0;2721116.0;12507796.0;1076382.0;28822.0;1342041.0;-167802.0;175122.0;9046886.0
701;1711;HF;9491871.0;2570254.0;5629681.0;1042762.0;9977.0;2211.0;0.0;183638.0;-53348.0
702;1711;IDF;13477374.0;889125.0;0.0;21503.0;5294.0;8259.0;0.0;222339.0;-12330854.0
703;1711;N;5197968.0;1194726.0;9874658.0;260898.0;9945.0;21219.0;0.0;81884.0;6245362.0
704;1711;NlleA;8342405.0;292847.0;9512288.0;214462.0;268772.0;380391.0;0.0;266784.0;2593139.0
705;1711;O;7218815.0;94283.0;3653641.0;675333.0;215360.0;1329250.0;-339653.0;136229.0;-1454372.0
706;1711;PACA;7334460.0;2917546.0;0.0;26720.0;176859.0;1072815.0;-6562.0;242111.0;-2904971.0
707;1711;PDL;5094622.0;1914685.0;0.0;238766.0;43457.0;1370.0;0.0;66163.0;-2830181.0
708;1712;AURA;14409308.0;633367.0;12870790.0;257856.0;42260.0;4706409.0;-755517.0;199220.0;3545077.0
709;1712;B;4866491.0;342126.0;0.0;433519.0;10581.0;107666.0;-10416.0;66221.0;-3916794.0
710;1712;BFC;4618364.0;252834.0;0.0;319968.0;9107.0;209063.0;-5406.0;37395.0;-3795403.0
711;1712;CVDL;4179225.0;142141.0;13823835.0;538896.0;11621.0;29467.0;0.0;84156.0;10450891.0
712;1712;GE;9279351.0;2598249.0;15103045.0;1650035.0;16784.0;1561494.0;-171493.0;182083.0;11660846.0
713;1712;HF;10656322.0;2456980.0;6676810.0;1686948.0;5084.0;2922.0;0.0;196185.0;368607.0
714;1712;IDF;15348100.0;839432.0;0.0;30251.0;2760.0;9640.0;0.0;226440.0;-14239577.0
715;1712;N;5931134.0;680471.0;12991690.0;393746.0;5686.0;28035.0;0.0;78815.0;8247309.0
716;1712;NlleA;9658661.0;303680.0;9698495.0;338869.0;151610.0;834268.0;0.0;244756.0;1913017.0
717;1712;O;8925690.0;122473.0;3575345.0;709554.0;139669.0;1794841.0;-438563.0;137490.0;-2884881.0
718;1712;PACA;9161820.0;2139501.0;0.0;24726.0;119777.0;1235221.0;-9847.0;164593.0;-5487849.0
719;1712;PDL;5848190.0;1464148.0;0.0;377183.0;25882.0;4776.0;0.0;66339.0;-3909862.0
720;1801;AURA;13476522.0;372930.0;17015554.0;279545.0;43958.0;5950903.0;-913520.0;197159.0;9470007.0
721;1801;B;4745546.0;341724.0;0.0;540600.0;8164.0;125163.0;-10562.0;62027.0;-3678430.0
722;1801;BFC;4321365.0;241565.0;0.0;399531.0;8837.0;352299.0;-680.0;41372.0;-3278441.0
723;1801;CVDL;3927224.0;176924.0;14693183.0;614259.0;10813.0;83309.0;0.0;88708.0;11739972.0
724;1801;GE;8969955.0;927918.0;15917080.0;1990349.0;48533.0;1739693.0;-207280.0;139430.0;11585768.0
725;1801;HF;10950713.0;1402915.0;7852994.0;1986942.0;3521.0;2420.0;0.0;177816.0;475895.0
726;1801;IDF;14123224.0;561609.0;0.0;37456.0;1868.0;525.0;0.0;217271.0;-13304495.0
727;1801;N;5801059.0;757376.0;13074741.0;454438.0;4218.0;23702.0;0.0;73625.0;8587041.0
728;1801;NlleA;8988188.0;341518.0;9515901.0;453041.0;141294.0;1529727.0;0.0;261553.0;3254846.0
729;1801;O;7919996.0;123435.0;3453952.0;759748.0;133812.0;3165720.0;-457862.0;135343.0;-605848.0
730;1801;PACA;8023656.0;1011100.0;0.0;21920.0;130988.0;1483376.0;-16808.0;148463.0;-5244617.0
731;1801;PDL;5625209.0;738736.0;0.0;470906.0;18372.0;4146.0;0.0;67190.0;-4325859.0
732;1802;AURA;13763653.0;590079.0;14231223.0;174725.0;81398.0;5791529.0;-508905.0;179252.0;6775648.0
733;1802;B;4844702.0;342101.0;0.0;369758.0;27613.0;92818.0;-6559.0;57752.0;-3961219.0
734;1802;BFC;4450407.0;225014.0;0.0;227677.0;23126.0;275212.0;-1932.0;36217.0;-3665093.0
735;1802;CVDL;4192622.0;150589.0;13694604.0;406522.0;26928.0;54310.0;0.0;77202.0;10217533.0
736;1802;GE;9148043.0;2335837.0;14444637.0;1226480.0;116034.0;1397629.0;-124751.0;129121.0;10376944.0
737;1802;HF;10084985.0;2266776.0;7064243.0;1506982.0;17063.0;2550.0;0.0;165308.0;937937.0
738;1802;IDF;15383969.0;693973.0;0.0;23892.0;7560.0;0.0;0.0;198281.0;-14460263.0
739;1802;N;5898935.0;1187322.0;11279330.0;319670.0;16229.0;20017.0;0.0;69467.0;6993100.0
740;1802;NlleA;9449128.0;283690.0;8675415.0;352951.0;294587.0;1192676.0;0.0;229818.0;1580009.0
741;1802;O;8306402.0;113608.0;3416138.0;586296.0;221528.0;3313158.0;-330815.0;121646.0;-864843.0
742;1802;PACA;8371895.0;2206819.0;0.0;24661.0;178194.0;2070604.0;-4006.0;233183.0;-3662440.0
743;1802;PDL;5921151.0;1539466.0;0.0;340119.0;58870.0;5549.0;0.0;63185.0;-3913962.0
744;1803;AURA;13457497.0;414378.0;14526164.0;244544.0;144262.0;5626890.0;-708225.0;185897.0;6976413.0
745;1803;B;4825375.0;367806.0;0.0;425379.0;29635.0;86623.0;-5045.0;63535.0;-3857442.0
746;1803;BFC;4367041.0;238017.0;0.0;287132.0;35811.0;240753.0;-5709.0;41283.0;-3529754.0
747;1803;CVDL;3867523.0;151569.0;14371747.0;490055.0;41252.0;43366.0;0.0;77463.0;11307929.0
748;1803;GE;9161162.0;2028414.0;14257131.0;1350955.0;145260.0;1387179.0;-166333.0;149485.0;9990929.0
749;1803;HF;9914277.0;1810464.0;6686881.0;1527182.0;15813.0;3343.0;0.0;176428.0;305834.0
750;1803;IDF;14890436.0;753204.0;0.0;26936.0;10336.0;4.0;0.0;214950.0;-13885006.0
751;1803;N;5799919.0;666014.0;10196410.0;338747.0;16787.0;22549.0;0.0;81397.0;5521985.0
752;1803;NlleA;8786807.0;255035.0;7724081.0;443859.0;450147.0;1191788.0;0.0;211018.0;1489121.0
753;1803;O;7708386.0;114839.0;3655586.0;692304.0;344745.0;3278764.0;-379206.0;120823.0;119469.0
754;1803;PACA;8084554.0;1676983.0;0.0;24781.0;255198.0;2120615.0;-4223.0;239793.0;-3771407.0
755;1803;PDL;5676003.0;1346627.0;0.0;406693.0;75688.0;6269.0;0.0;67379.0;-3773347.0
756;1804;AURA;10255466.0;29859.0;12673740.0;205291.0;203708.0;5567914.0;-822803.0;155158.0;7757401.0
757;1804;B;3515962.0;3858.0;0.0;272523.0;45284.0;96493.0;-8023.0;60399.0;-3045428.0
758;1804;BFC;3238296.0;33281.0;0.0;228130.0;55712.0;162907.0;-10772.0;39791.0;-2729247.0
759;1804;CVDL;2754915.0;779.0;12367495.0;284537.0;57629.0;36821.0;0.0;83947.0;10076293.0
760;1804;GE;7022682.0;484512.0;11822778.0;1028588.0;200822.0;1523442.0;-142342.0;123139.0;8018257.0
761;1804;HF;7686269.0;812213.0;4913473.0;1067915.0;28063.0;3159.0;0.0;176128.0;-685318.0
762;1804;IDF;10596491.0;6562.0;0.0;17068.0;16956.0;2030.0;0.0;202672.0;-10351203.0
763;1804;N;4371328.0;392151.0;10130826.0;232085.0;27397.0;27267.0;0.0;68140.0;6506538.0
764;1804;NlleA;6535606.0;26581.0;6055204.0;238083.0;557614.0;905779.0;0.0;222210.0;1469865.0
765;1804;O;5737294.0;658.0;3175351.0;529255.0;428975.0;2969313.0;-360835.0;107706.0;1113129.0
766;1804;PACA;6142406.0;85828.0;0.0;17094.0;316651.0;2444063.0;-2046.0;283567.0;-2997249.0
767;1804;PDL;4257238.0;397471.0;0.0;206713.0;103205.0;5884.0;0.0;63946.0;-3480019.0
768;1805;AURA;9733911.0;28730.0;12770307.0;133935.0;212243.0;6881324.0;-709142.0;179915.0;9763401.0
769;1805;B;3065562.0;2947.0;0.0;195021.0;61176.0;96564.0;-9749.0;68746.0;-2650857.0
770;1805;BFC;3095127.0;39988.0;0.0;136912.0;65711.0;92641.0;-11070.0;39071.0;-2731874.0
771;1805;CVDL;2534588.0;168.0;13534768.0;209198.0;78163.0;26108.0;0.0;94053.0;11407870.0
772;1805;GE;6721056.0;177818.0;13693073.0;705548.0;224536.0;1723794.0;-136877.0;137805.0;9804641.0
