Dates;Consommation;Conso_p_sinus;Err_sinus;Conso_p_exog;Err_exog;Conso_p_filter;Err_exog_filter;Conso_p_reduit_noreg;Err_filter_noreg;Conso_p_reduit;Err_filter_exog_filter;Conso_p_LinReg;Err_LinReg;Conso_p_LinReg_filter;Err_LinReg_filter
2020-06-14 03:00:00;32116.16666666667;34416.252949935915;2300.0862832692437;37049.26524851176;4933.098581845086;37145.087135339265;5028.920468672593;37059.02893433328;4942.8622676666055;38960.02882705424;6843.862160387565;53987.3751364639;21871.20846979723;54024.13495308842;21907.968286421747
2020-06-14 06:00:00;31432.0;37075.24168324255;5643.2416832425515;39144.236683360585;7712.236683360585;40570.827482755354;9138.827482755354;41106.85818346447;9674.858183464472;44444.48691848615;13012.486918486153;52834.26267122298;21402.262671222983;52942.695040826875;21510.695040826875
2020-06-14 09:00:00;38174.16666666666;45611.876665068296;7437.709998401639;45218.22709614637;7044.060429479716;45924.97337133427;7750.806704667615;46816.622377033724;8642.455710367067;48197.69859025693;10023.531923590272;47663.91577996392;9489.749113297265;48093.71486153735;9919.548194870695
2020-06-14 12:00:00;41752.5;47506.06622225638;5753.566222256377;46596.441644154125;4843.941644154125;47037.745392030105;5285.245392030105;48289.853955884966;6537.353955884966;48898.036706119296;7145.536706119296;45108.72574467486;3356.2257446748627;45697.34454132126;3944.844541321261
2020-06-14 15:00:00;36974.16666666666;42211.63155409152;5237.46488742486;41742.555701619924;4768.389034953267;41492.41039619903;4518.243729532376;43499.78061559276;6525.613948926104;43370.64609793652;6396.479431269865;44321.49955758727;7347.33289092061;44959.04897661577;7984.882309949113
2020-06-14 18:00:00;38666.66666666666;40827.8499930493;2161.183326382641;39346.001121230904;679.3344545642467;39213.61672161397;546.950054947316;44330.9513369549;5664.284670288245;41797.77678775342;3131.1101210867637;46412.380122588555;7745.713455921898;46919.969323003585;8253.302656336928
2020-06-14 21:00:00;40168.333333333336;40567.728059044646;399.39472571131046;40730.80181057679;562.4684772434557;40615.94365757889;447.6103242455574;44762.90649628161;4594.573162948276;43217.553078765784;3049.2197454324487;50884.10276724474;10715.769433911402;51113.74875932642;10945.415425993087
2020-06-15 00:00:00;38132.333333333336;39210.67337926366;1078.340045930323;40352.76406828782;2220.4307349544833;40066.79620915255;1934.462875819212;40986.38819784757;2854.0548645142335;40813.73439438589;2681.401061052551;53191.54216019792;15059.208826864582;53277.76756051313;15145.434227179794
2020-06-15 03:00:00;33245.333333333336;32734.240209190975;511.09312414236047;35355.726244207806;2110.3929108744705;35188.47409212832;1943.140758794987;33697.2442387209;451.91090538756544;35956.181103826806;2710.8477704934703;54373.21628628414;21127.882952950808;54385.99386259323;21140.66052925989
2020-06-15 06:00:00;40130.333333333336;33248.00116604234;6882.332167290995;36109.78389739392;4020.5494359394143;36704.01956242707;3426.313770906265;36451.44219065971;3678.891142673623;40061.93147858858;68.40185474475584;53246.1834251551;13115.850091821761;53329.01255747776;13198.679224144427
2020-06-15 09:00:00;48057.33333333334;40976.57190379442;7080.761429538921;41035.58659249183;7021.7467408415105;41035.737977499826;7021.595355833517;41853.963823276994;6203.369510056349;43288.343174325215;4768.990159008128;48077.60483265136;20.271499318019778;48481.69076703447;424.3574337011305
2020-06-15 12:00:00;50269.66666666666;43519.774653049644;6749.892013617013;42914.08698989;7355.579676776659;42587.4012106843;7682.265455982357;42830.20058321627;7439.466083450388;43496.10883827228;6773.557828394376;45492.94199619101;4776.724670475647;46057.67954927061;4211.987117396049
2020-06-15 15:00:00;46564.33333333334;38278.254051052834;8286.079282280509;37492.92176802296;9071.41156531038;37148.08482778886;9416.248505544485;38010.52532369492;8553.808009638422;37850.30028203085;8714.033051302496;44682.08566175352;1882.2476715798257;45297.22258639528;1267.1107469380659
2020-06-15 18:00:00;46027.0;39078.688572402665;6948.311427597335;37106.84139872882;8920.158601271178;36767.777096999605;9259.222903000395;40383.082517423194;5643.917482576806;37515.42333778163;8511.576662218373;46769.57682796208;742.5768279620825;47254.964204564036;1227.9642045640358
2020-06-15 21:00:00;43711.833333333336;41298.457895532614;2413.3754378007216;41106.84883227022;2604.984501063118;40611.35959504524;3100.473738288092;42925.939070227854;785.8942631054815;40923.63639337845;2788.1969399548834;51235.74040162715;7523.907068293811;51443.53009803991;7731.696764706576
2020-06-16 00:00:00;40727.333333333336;38936.40538236482;1790.9279509685148;39794.50407268975;932.8292606435862;39498.388017908976;1228.9453154243602;40457.7846547479;269.5486785854373;39957.82039149358;769.5129418397555;53526.77358401108;12799.440250677748;53592.162428736214;12864.829095402878
2020-06-16 03:00:00;35437.5;34578.57521471751;858.9247852824919;36222.507666300444;785.0076663004438;36370.74884065284;933.2488406528428;34709.42707102471;728.0729289752926;36608.63037937286;1171.1303793728584;54681.3736254229;19243.8736254229;54674.99745577817;19237.497455778168
2020-06-16 06:00:00;41620.833333333336;44961.36405030147;3340.5307169681328;45417.51197713041;3796.678643797073;46786.677850349966;5165.844517016631;39809.94534240103;1810.8879909323077;42905.94496119537;1285.111627862032;53518.55539376962;11897.722060436281;53584.455046150746;11963.62171281741
2020-06-16 09:00:00;49141.0;54631.973206860865;5490.973206860865;54476.35801920075;5335.35801920075;54018.01317050094;4877.013170500941;46734.430052356154;2406.569947643846;47757.317867029065;1383.6821329709346;48290.426349921436;850.5736500785642;48681.28420644442;459.7157935555806
2020-06-16 12:00:00;51178.0;56316.6278330243;5138.6278330243;55091.167592357124;3913.167592357124;55128.12238830571;3950.12238830571;47393.37009355059;3784.6299064494087;47980.37981610742;3197.620183892577;45615.041983779556;5562.958016220444;46172.19032236966;5005.809677630343
2020-06-16 15:00:00;47237.66666666666;52611.11577045875;5373.449103792096;50650.8920751493;3413.225408482642;50969.73788183171;3732.0712151650514;41865.738857177785;5371.927809488872;41725.332170762165;5512.334495904492;44721.470683630236;2516.1959830364212;45334.15960328364;1903.5070633830182
2020-06-16 18:00:00;46326.0;50121.187361073025;3795.1873610730254;48915.80975550785;2589.8097555078493;47902.88715854219;1576.8871585421875;43723.004309234624;2602.995690765376;40834.22888466518;5491.771115334821;46749.96944291941;423.96944291941327;47236.57553095292;910.5755309529195
2020-06-16 21:00:00;43945.16666666666;46181.164566180705;2235.997899514048;46624.014821858196;2678.8481551915393;45998.02090099908;2052.8542343324225;45217.67100131511;1272.5043346484526;43290.98735260731;654.1793140593436;51159.6492323634;7214.482565696744;51372.16843133964;7427.001764672983
2020-06-17 00:00:00;40825.0;42240.98327618242;1415.9832761824218;43040.84073523981;2215.8407352398135;42778.79438764976;1953.7943876497593;41827.3443656136;1002.3443656136005;41394.227238623265;569.2272386232653;53390.94206017992;12565.942060179921;53464.773613124344;12639.773613124344
2020-06-17 03:00:00;35583.0;37687.72771810837;2104.72771810837;39135.60249400696;3552.602494006962;39292.328361355416;3709.328361355416;37017.34719415879;1434.3471941587923;38658.84270802239;3075.842708022392;54483.80283918156;18900.80283918156;54489.7068269984;18906.7068269984
2020-06-17 06:00:00;41356.66666666666;46888.14209191627;5531.475425249613;47706.326526953424;6349.659860286767;48669.94761843234;7313.280951765686;44029.69127212859;2673.0246054619347;46663.10481085678;5306.4381441901205;53259.1723962175;11902.505729550845;53341.194189495036;11984.527522828379
