Dates;Solaire;Capa_sol;TCH_sol;Sol_p_exog;Err_exog;Sol_p_noreg;Err_noreg;Sol_p_LinReg;Err_LinReg
2021-05-30;2502.104166666667;11314.42857142857;0.2211427780794014;2239.6793614806847;262.42480518598217;2168.8845841582024;333.2195825084643;2499.157193236261;2.946973430405854
2021-06-06;2231.113095238095;11366.0;0.19629712257945583;2376.6320031431846;145.5189079050894;2370.686923489611;139.5738282515161;2561.3831563925146;330.2700611544198
2021-06-13;2705.217261904762;11417.285714285714;0.236940489149702;2430.1993483197425;275.01791358501936;2473.168351695049;232.0489102097131;2608.250938565163;96.96632333959919
2021-06-20;2288.5476190476197;11468.285714285714;0.1995544649011353;2604.2141528578727;315.6665338102529;2704.6329385153663;416.0853194677465;2636.8172836576423;348.2696646100227
2021-06-27;2085.345238095238;11520.42857142857;0.181012817810184;2458.48354371181;373.13830561657187;2490.7068196750583;405.3615815798201;2650.4505300716387;565.1052919764007
2021-07-04;2150.7767857142853;11571.285714285714;0.1858718934801664;2326.5325538877073;175.75576817342218;2304.338326528755;153.5615408144695;2643.9824238098386;493.2056380955533
2021-07-11;2389.011904761905;11622.285714285714;0.20555439467689335;2058.138801269208;330.8731034926968;1953.692657333253;435.3192474286519;2620.7973513547945;231.7854465928895
2021-07-18;2164.7261904761904;11674.42857142857;0.18542459506532388;2243.0049761302967;78.27878565410629;2260.597986562392;95.87179608620175;2582.563118814684;417.8369283384935
2021-07-25;2694.229166666667;11725.142857142857;0.22978220389232748;2353.047248484713;341.1819181819546;2414.2942693104756;279.9348973561917;2527.951678519062;166.27748814760486
2021-08-01;2136.815476190476;11776.714285714286;0.18144411287811701;2139.897577335536;3.0821011450598377;2158.6662332841065;21.850757093630484;2463.985369155693;327.16989296521723
2021-08-08;1891.6785714285716;11828.714285714286;0.1599225854760208;2212.007547046449;320.32897561787735;2265.1413013166953;373.46272988812376;2389.3177833635154;497.6392119349442
2021-08-15;2501.7261904761904;11879.57142857143;0.21059060973018906;2184.8070137981827;316.9191766780077;2264.6700881691963;237.056102306994;2308.5883893471378;193.1378011290526
2021-08-22;2038.8184523809525;11931.142857142857;0.17088207532108848;2174.7137898800643;135.89533749911195;2269.212862332871;230.39440995191822;2223.2393682499714;184.42091586901898
2021-08-29;2435.958333333333;11982.42857142857;0.20329420858320318;2043.8878251674284;392.0705081659048;2107.187852790463;328.77048054287025;2130.1734248725197;305.7849084608136
2021-09-05;2230.779761904762;12034.0;0.18537308973780636;2113.84088165515;116.93888024961167;2270.758043317514;39.97828141275203;2036.2773631112723;194.50239879348956
2021-09-12;2120.752976190476;12085.42857142857;0.1754801630456197;2193.083042268916;72.33006607843961;2391.9401526683528;271.18717647787656;1939.1748912045252;181.578084985951
2021-09-19;1645.392857142857;12136.857142857143;0.13556992867063725;1912.0899584822357;266.6971013393787;2010.3333927816914;364.9405356388342;1840.016987080795;194.62412993793794
2021-09-26;1962.8720238095239;12187.857142857143;0.16105144659985543;1813.6217709750829;149.25025283444086;1931.2707156306908;31.60130817883285;1739.8876270086791;222.98439680084465
2021-10-03;1632.1875;12239.142857142857;0.13335799075565516;1739.128450104932;106.94095010493196;1838.7880835466194;206.60058354661933;1638.3114971367868;6.123997136786859
2021-10-10;1839.6041666666665;12290.857142857143;0.14967256923458397;1370.3399657975285;469.26420086913805;1352.377010434903;487.2271562317637;1535.8762952317795;303.7278714348872
2021-10-17;2037.1785714285709;12341.857142857143;0.16506256293912697;1390.1137197476141;647.0648516809567;1414.9527729152135;622.2257985133575;1433.6123908658926;603.5661805626784
2021-10-24;1616.8184523809525;12394.0;0.13045170666297826;1454.8264950210219;161.99195735993075;1517.9728137724958;98.84563860845677;1333.5218807530896;283.2965716278629
2021-10-31;1247.3392857142858;12445.142857142857;0.1002269961889894;1371.4121052360547;124.07281952176885;1445.0765570786218;197.73727136433595;1233.0313357326281;14.307949981657657
