Dates;Eolien;Capa_eol;TCH_eol;Eol_p_sinus;Err_sinus;Eol_p_exog;Err_exog;Eol_p_filter;Err_exog_filter;Eol_p_reduit_noreg;Err_filter_noreg;Eol_p_reduit;Err_filter_exog_filter;Eol_p_LinReg;Err_LinReg;Eol_p_LinReg_filter;Err_LinReg_filter
2020-01-10 03:00:00;8162.333333333332;16523;0.49399826504468514;1547.6178690184552;6614.715464314877;2286.581609568207;5875.7517237651255;1936.561729365755;6225.771603967578;1645.4958686809048;6516.837464652428;1693.8423775286776;6468.490955804655;7074.384666237306;1087.9486670960268;7074.604003196579;1087.729330136754
2020-01-10 06:00:00;7515.833333333332;16523;0.4548709879158344;1931.816759829016;5584.0165735043165;1801.600709274811;5714.232624058521;2117.2760788181904;5398.557254515142;2191.4395433184227;5324.393790014909;2428.115086954571;5087.718246378761;6688.246515481108;827.586817852224;6688.936496485022;826.8968368483102
2020-01-10 09:00:00;6162.833333333332;16523;0.37298513183642995;2244.608083576137;3918.2252497571953;3804.6672018046706;2358.1661315286615;2841.6414773465344;3321.1918559867977;2273.3121493506346;3889.5211839826975;2500.289361126667;3662.5439722066653;6276.573469338241;113.74013600490878;6278.002354384345;115.16902105101305
2020-01-10 12:00:00;4949.833333333333;16523;0.2995723133409994;2604.530281932728;2345.3030514006045;2212.349210008574;2737.4841233247585;2062.0356192832687;2887.797714050064;2693.381567036007;2256.451766297326;2208.6870446218104;2741.146288711522;6519.316492403664;1569.4831590703307;6521.150675816246;1571.3173424829138
2020-01-10 15:00:00;2801.666666666666;16523;0.16956162117452436;3330.512388356944;528.8457216902781;3344.3216551281303;542.6549884614641;3459.0090147651317;657.3423480984655;3945.518707681714;1143.8520410150481;3934.9432994162635;1133.2766327495976;5507.041084111524;2705.3744174448575;5508.265012313776;2706.5983456471104
2020-01-10 18:00:00;1973.166666666667;16523;0.11941939518650771;4225.672653955345;2252.5059872886777;4463.163501396314;2489.9968347296467;4398.343834096535;2425.1771674298684;4975.566895032192;3002.4002283655254;5130.454407720983;3157.287741054316;4229.994273183046;2256.827606516379;4230.460155369996;2257.2934887033284
2020-01-10 21:00:00;1613.666666666667;16523;0.09766184510480343;4481.654971702381;2867.9883050357143;4029.4993377174433;2415.8326710507763;4341.341266546698;2727.67459988003;4821.389863043945;3207.7231963772783;4945.717014993701;3332.0503483270345;3725.048130497592;2111.3814638309254;3725.773685579799;2112.1070189131324
2020-01-11 00:00:00;1801.833333333333;16526;0.10903021501472425;4734.9038056632335;2933.0704723299;5832.573718196947;4030.7403848636136;4541.646663405221;2739.8133300718882;4708.97316098139;2907.139827648057;4309.49370641123;2507.6603730778966;3361.6349920655325;1559.8016587321995;3362.2367996317353;1560.4034662984022
2020-01-11 03:00:00;2397.1666666666665;16526;0.14505425793698817;5046.343814564771;2649.177147898104;4194.695592401439;1797.5289257347724;5046.811632525939;2649.6449658592724;4437.075953849732;2039.9092871830658;4548.106369756955;2150.939703090289;3124.22216979457;727.0555031279038;3124.4189322646175;727.2522655979509
2020-01-11 06:00:00;3220.0;16526;0.19484448747428296;4041.141282779302;821.141282779302;3285.792370210771;65.7923702107709;4077.3710616599947;857.3710616599943;3132.255970555966;87.74402944403418;3821.457560207741;601.4575602077409;3029.575762533969;190.42423746603114;3029.7415884453508;190.25841155464957
