Dates;Solaire;Capa_sol;TCH_sol;Sol_p_sinus;Err_sinus;Sol_p_exog;Err_exog;Sol_p_filter;Err_exog_filter;Sol_p_reduit_noreg;Err_filter_noreg;Sol_p_reduit;Err_filter_exog_filter;Sol_p_LinReg;Err_LinReg;Sol_p_LinReg_filter;Err_LinReg_filter
2020-12-27 06:00:00;3.5;10226;0.0003422648151769998;1183.68634126959;1180.1863412695898;1186.9777842344151;1183.477784234415;1186.9942412267308;1183.4942412267305;1080.4731048898652;1076.973104889865;1068.8640011463922;1065.3640011463922;610.1081590496625;606.6081590496625;616.0182057398505;612.5182057398505
2020-12-27 09:00:00;646.0;10226;0.06317230588695483;1829.2711195616873;1183.271119561687;1832.847988346455;1186.847988346455;1832.9915449652008;1186.9915449652005;2807.7341654206957;2161.7341654206957;2816.1336252511637;2170.1336252511637;610.1081590496625;35.89184095033755;616.0182057398505;29.981794260149552
2020-12-27 12:00:00;1120.0;10226;0.10952474085663993;-439.94982256411254;1559.9498225641128;-416.0914175796476;1536.0914175796477;-416.0209137977371;1536.0209137977372;1257.4862584834293;137.4862584834294;1275.3358115192063;155.33581151920635;610.1081590496625;509.89184095033744;616.0182057398505;503.98179426014946
2020-12-27 15:00:00;280.8333333333333;10226;0.027462676836821173;475.3960759247701;194.5627425914368;485.5203668916731;204.6870335583398;485.28431845221536;204.45098511888207;383.8423442477501;103.00901091441679;379.80257733000246;98.96924399666915;610.1081590496625;329.2748257163292;616.0182057398505;335.1848724065172
2020-12-27 18:00:00;0.5;10226;4.889497359671426e-05;-79.03756478682715;79.53756478682715;-62.51425474784992;63.01425474784992;-62.58101393123917;63.08101393123917;337.48758049398845;336.98758049398845;338.7700666968404;338.27006669684044;610.1081590496625;609.6081590496625;616.0182057398505;615.5182057398506
2020-12-27 21:00:00;1.0;10226;9.778994719342852e-05;-108.35249816577206;109.35249816577206;-92.89307511414985;93.89307511414985;-92.89326840602236;93.89326840602236;30.64704157021968;29.647041570219685;43.112045208875266;42.11204520887526;610.1081590496625;609.1081590496625;616.0182057398505;615.0182057398505
2020-12-28 00:00:00;1.0;10231;9.77421561919656e-05;1.9003502353120518;0.9003502353120518;12.711869712603901;11.7118697126039;12.708197960762151;11.708197960762151;220.16223607703293;219.1622360770329;223.33712146173465;222.33712146173465;613.8101739814912;612.8101739814912;619.7065758498712;618.7065758498712
2020-12-28 03:00:00;1.0;10231;9.77421561919656e-05;2.624881299137629;1.624881299137629;14.478916965848764;13.478916965848763;14.475176503718851;13.47517650371885;-149.80991151022448;150.80991151022448;-146.84600029363133;147.84600029363133;613.8101739814912;612.8101739814912;619.7065758498712;618.7065758498712
2020-12-28 06:00:00;1.3333333333333333;10231;0.00013032287492262078;638.3500823210746;637.0167489877413;644.2792001430239;642.9458668096905;644.287437831168;642.9541044978346;1232.4222332417976;1231.0888999084643;1224.7946398082483;1223.4613064749149;613.8101739814912;612.4768406481578;619.7065758498712;618.3732425165379
2020-12-28 09:00:00;801.6666666666665;10231;0.07835662854722573;2523.1264869064516;1721.4598202397851;2525.7200298034318;1724.053363136765;2525.6075906515593;1723.9409239848928;2781.424874763983;1979.7582080973166;2790.2932742459993;1988.6266075793328;613.8101739814912;187.8564926851753;619.7065758498712;181.96009081679526
2020-12-28 12:00:00;1905.666666666667;10231;0.1862639689831558;1712.5120521320782;193.15461453458877;1727.832311405518;177.83435526114894;1727.7372268202196;177.92943984644754;1122.3894931420098;783.2771735246573;1134.8945708302215;770.7720958364455;613.8101739814912;1291.856492685176;619.7065758498712;1285.9600908167959
2020-12-28 15:00:00;561.5;10231;0.05488222070178868;-366.72415141456213;928.224151414562;-361.7049815536171;923.204981553617;-361.4857753870767;922.9857753870767;275.0701332923902;286.42986670760973;259.816869354187;301.6831306458129;613.8101739814912;52.310173981491204;619.7065758498712;58.20657584987125
2020-12-28 18:00:00;1.0;10231;9.77421561919656e-05;50.42703482180782;49.42703482180783;57.04503095298125;56.04503095298126;57.10583975734058;56.10583975734059;300.1791372373477;299.1791372373477;288.17252306911195;287.17252306911195;613.8101739814912;612.8101739814912;619.7065758498712;618.7065758498712
2020-12-28 21:00:00;1.0;10231;9.77421561919656e-05;109.21174082829477;108.21174082829478;121.01123601053223;120.01123601053224;120.99805033479552;119.99805033479552;89.4337318440732;88.4337318440732;90.35730978987773;89.35730978987773;613.8101739814912;612.8101739814912;619.7065758498712;618.7065758498712
2020-12-29 00:00:00;1.0;10231;9.77421561919656e-05;1.9578051469678777;0.9578051469678777;13.313027758252737;12.313027758252737;13.309316084159594;12.309316084159592;313.7342059241407;312.7342059241407;311.211590121057;310.211590121057;617.2138766900408;616.2138766900408;623.0937440208442;622.0937440208442
2020-12-29 03:00:00;1.0;10231;9.77421561919656e-05;2.4969140368765004;1.4969140368765002;14.346638771207768;13.346638771207768;14.34288468529314;13.34288468529314;-190.57859211902425;191.57859211902425;-189.32230971012962;190.32230971012964;617.2138766900408;616.2138766900408;623.0937440208442;622.0937440208442
2020-12-29 06:00:00;1.6666666666666667;10231;0.000162903593653276;1074.4125199893863;1072.7458533227198;1080.2698872149626;1078.603220548296;1080.2830103221131;1078.6163436554466;906.6417388396562;904.9750721729896;898.1716897974617;896.505023130795;617.2138766900408;615.5472100233741;623.0937440208442;621.4270773541775
2020-12-29 09:00:00;1040.5;10231;0.1017007135177402;2954.907155077307;1914.407155077307;2958.6743081389686;1918.1743081389686;2958.6136577907214;1918.1136577907216;2245.4580932229806;1204.9580932229808;2251.6175738686006;1211.1175738686009;617.2138766900408;423.2861233099591;623.0937440208442;417.40625597915573
2020-12-29 12:00:00;2243.0;10231;0.21923565633857883;1248.471541307473;994.528458692527;1265.3749386611187;977.6250613388812;1265.3400054871263;977.6599945128737;644.1915370894282;1598.808462910572;652.7678015197843;1590.2321984802156;617.2138766900408;1625.7861233099593;623.0937440208442;1619.906255979156
2020-12-29 15:00:00;690.8333333333335;10231;0.06752353956928292;-366.7180873715048;1057.5514207048384;-359.43534662171857;1050.2686799550522;-359.30113442255214;1050.1344677558857;94.85843022336466;595.9749031099689;76.4910575095999;614.3422758237336;617.2138766900408;73.61945664329275;623.0937440208442;67.73958931248936
2020-12-29 18:00:00;1.0;10231;9.77421561919656e-05;166.36483918159698;165.36483918159695;175.66819612200499;174.66819612200499;175.65512016121477;174.65512016121477;399.53751365434846;398.53751365434846;387.745315729229;386.74531572922893;617.2138766900408;616.2138766900408;623.0937440208442;622.0937440208442
2020-12-29 21:00:00;1.0;10231;9.77421561919656e-05;2.8462806896927813;1.846280689692781;15.71008724420625;14.71008724420625;15.703012675634886;14.703012675634884;330.35584944109917;329.35584944109917;334.16184856305296;333.16184856305296;617.2138766900408;616.2138766900408;623.0937440208442;622.0937440208442
2020-12-30 00:00:00;1.0;10235;9.770395701025892e-05;1.9790129105911802;0.9790129105911803;13.63961240609089;12.63961240609089;13.635845321902185;12.635845321902183;504.60632444047025;503.60632444047025;506.0705395829899;505.0705395829899;620.8602214001144;619.8602214001144;626.7258465724998;625.7258465724998
2020-12-30 03:00:00;1.0;10235;9.770395701025892e-05;3.0188940616928384;2.0188940616928384;14.73090239215928;13.73090239215928;14.727123590205341;13.727123590205341;-222.26178917994744;223.26178917994744;-218.45809179412507;219.45809179412507;620.8602214001144;619.8602214001144;626.7258465724998;625.7258465724998
2020-12-30 06:00:00;3.333333333333333;10235;0.000325679856700863;1470.2671926452074;1466.933859311874;1472.162527606678;1468.8291942733447;1472.1836379108338;1468.8503045775003;595.4818211271357;592.1484877938024;586.6992701673021;583.3659368339687;620.8602214001144;617.526888066781;626.7258465724998;623.3925132391664
2020-12-30 09:00:00;1304.3333333333333;10235;0.1274385279270477;3130.13956045219;1825.8062271188567;3132.454980312324;1828.1216469789908;3132.4538160097845;1828.1204826764513;1818.0862740552113;513.752940721878;1823.2872477673661;518.9539144340329;620.8602214001144;683.4731119332189;626.7258465724998;677.6074867608335
2020-12-30 12:00:00;2567.5;10235;0.2508549096238398;475.23606021843943;2092.2639397815606;497.8220139063059;2069.677986093694;497.85304905404655;2069.6469509459534;334.91225105158765;2232.5877489484124;345.9982212143688;2221.5017787856314;620.8602214001144;1946.6397785998856;626.7258465724998;1940.7741534275003
2020-12-30 15:00:00;755.3333333333335;10235;0.07379905552841558;86.31695764839539;669.0163756849381;92.47689639746002;662.8564369358734;92.4555250974398;662.8778082358937;6.288250389188923;749.0450829441445;-5.275333821134258;760.6086671544678;620.8602214001144;134.47311193321903;626.7258465724998;128.6074867608336
2020-12-30 18:00:00;1.0;10235;9.770395701025892e-05;17.730579034843252;16.730579034843252;30.834448249679436;29.834448249679433;30.81253808975639;29.81253808975639;412.81886102759177;411.81886102759177;409.54506213993903;408.545062139939;620.8602214001144;619.8602214001144;626.7258465724998;625.7258465724998
2020-12-30 21:00:00;1.0;10235;9.770395701025892e-05;-23.957941385512274;24.957941385512274;-10.366609102649061;11.366609102649063;-10.372376163933628;11.37237616393363;325.0405480312829;324.0405480312829;333.60485665053716;332.6048566505371;620.8602214001144;619.8602214001144;626.7258465724998;625.7258465724998
2020-12-31 00:00:00;1.0;10235;9.770395701025892e-05;1.9620336338558064;0.9620336338558064;13.66618831855455;12.666188318554548;13.662413110197422;12.66241311019742;469.2907922712303;468.29079227123026;469.22228393644724;468.22228393644724;624.2652548496317;623.2652548496317;630.1143390199551;629.114339019955
2020-12-31 03:00:00;1.0;10235;9.770395701025892e-05;3.3833853363134017;2.3833853363134017;15.140992995334315;14.140992995334315;15.137212690083379;14.137212690083379;-225.37185030117013;226.37185030117016;-228.94266068829785;229.94266068829788;624.2652548496317;623.2652548496317;630.1143390199551;629.114339019955
2020-12-31 06:00:00;2.1666666666666665;10235;0.00021169190685556096;1529.061477137057;1526.8948104703904;1530.4876439205573;1528.3209772538908;1530.5098608024716;1528.3431941358049;672.7556443206739;670.5889776540073;654.9895797592568;652.8229130925902;624.2652548496317;622.098588182965;630.1143390199551;627.9476723532883
2020-12-31 09:00:00;852.5;10235;0.08329262335124572;2563.475683092669;1710.9756830926692;2568.217773311748;1715.7177733117478;2568.2569998608374;1715.7569998608378;2001.8322030452778;1149.3322030452778;2001.8902001515755;1149.3902001515755;624.2652548496317;228.2347451503683;630.1143390199551;222.38566098004495
2020-12-31 12:00:00;1865.0;10235;0.18221787982413287;97.31346392419097;1767.6865360758088;120.06839664500015;1744.9316033549999;120.10988184081137;1744.8901181591887;584.6862097592851;1280.3137902407148;598.1134937772182;1266.886506222782;624.2652548496317;1240.7347451503683;630.1143390199551;1234.885660980045
2020-12-31 15:00:00;572.6666666666666;10235;0.05595179938120827;4.739337895032184;567.9273287716344;12.331030660528432;560.3356360061382;12.273026540634124;560.3936401260326;201.83786974368036;370.82879692298627;198.49602400424686;374.17064266241977;624.2652548496317;51.598588182965045;630.1143390199551;57.44767235328839
2020-12-31 18:00:00;1.0;10235;9.770395701025892e-05;108.77799409280684;107.77799409280684;123.66191249665502;122.66191249665502;123.59247883567954;122.59247883567954;395.05189255708825;394.0518925570882;400.80265181109843;399.8026518110984;624.2652548496317;623.2652548496317;630.1143390199551;629.114339019955
2020-12-31 21:00:00;1.0;10235;9.770395701025892e-05;-89.59225646472298;90.59225646472298;-75.25319803737769;76.25319803737769;-75.25423124771204;76.25423124771204;178.53520621515085;177.53520621515082;191.85336666736123;190.8533666673612;624.2652548496317;623.2652548496317;630.1143390199551;629.114339019955
2021-01-01 00:00:00;0.16666666666666666;10241;1.6274452364677926e-05;1.9090723099383138;1.742405643271647;13.70079125450474;13.534124587838074;13.697005704099698;13.53033903743303;468.0795917778656;467.9129251111989;468.99882633478137;468.83215966811474;628.0382435243357;627.8715768576691;633.8742058678788;633.7075392012122
2021-01-01 03:00:00;0.0;10241;0.0;3.712583579974806;3.712583579974806;15.559743414969843;15.559743414969843;15.55595938352593;15.55595938352593;138.11641137823688;138.11641137823688;134.49292490201856;134.49292490201856;628.0382435243357;628.0382435243357;633.8742058678788;633.8742058678788
2021-01-01 06:00:00;0.3333333333333333;10241;3.254890472935585e-05;1381.8433002890933;1381.50996695576;1383.9868204714533;1383.6534871381198;1384.007257488407;1383.6739241550736;1377.3505605993155;1377.017227265982;1361.0814607660063;1360.7481274326728;628.0382435243357;627.7049101910023;633.8742058678788;633.5408725345454
2021-01-01 09:00:00;983.6666666666665;10241;0.09605181785632912;1527.6653631657612;543.9986964990948;1535.980928509785;552.3142618431184;1536.0816658060878;552.4149991394213;2831.670615332572;1848.003948665906;2835.7845497056787;1852.1178830390124;628.0382435243357;355.6284231423308;633.8742058678788;349.7924607987877
2021-01-01 12:00:00;2222.1666666666665;10241;0.2169872733782508;975.7110005674028;1246.4556660992637;995.0745843382559;1227.0920823284105;994.9199231498384;1227.246743516828;1259.781339706707;962.3853269599595;1278.7360769555296;943.4305897111369;628.0382435243357;1594.1284231423308;633.8742058678788;1588.2924607987877
2021-01-01 15:00:00;702.6666666666665;10241;0.06861309116948214;219.7510671447315;482.91559952193506;227.92279162082832;474.74387504583825;227.90058102518063;474.766085641486;523.6415414696024;179.02512519706417;523.9465532525979;178.7201134140686;628.0382435243357;74.62842314233087;633.8742058678788;68.79246079878777
